source,source_url,retrieved_at,record_type,project_id,project_name,project_acronym,programme,programming_period,status,start_date,end_date,country,region,partner_name,partner_role,lead_partner,partner_country,partner_region,topic_keywords,project_summary,specific_objective,outputs,documents_url,training_signal,capacity_building_signal,knowledge_transfer_signal,dissemination_signal,exploitation_signal,sme_support_signal,entrepreneurship_signal,beneficiaries,languages,contact_name,contact_role,contact_email,contact_url,recency_score,geo_score,topic_score,training_transfer_score,beneficiary_score,entity_type_score,data_quality_score,commercial_relevance_score,score,score_reason,suggested_angle,next_action,notes
keep.eu,https://keep.eu/projects/31288/,2026-06-01T04:30:59.246Z,partner_in_project,EAPA_0116/2024,Business Excellence through Atlantic Cooperation,BEACon,2021 - 2027 Interreg VI-B Atlantic Area,2021-2027,ongoing,2025-10-01,2028-03-30,Ireland,Cork,UPTEC - Associação de Transferência de Tecnologia da Asprela (Departamento de Desenvolvimento de Negócios ),partner,no,Portugal,Porto,training | toolkit | uptake | scalable | sme | smes | enterprise | enterprises | business support | digital transformation,"BEACon – Strategic Support for Atlantic Innovation and Business.
The BEACon Project will transform business support in the Atlantic Area, enhancing success rates through an evidence-based toolkit for business advisors. Using insights from Randomised Controlled Trials, BEACon ensures training and advisory services drive real impact.
Atlantic SMEs face hurdles in digital transformation, sustainability, and competitiveness. BEACon aligns business support with EU priorities, including the Green Deal and Atlantic Action Plan

2.0, fostering sustainable and innovative enterprises.
Key Outputs & Benefits: a scalable toolkit to optimise business training; pilot programmes tailored for Atlantic Area SMEs; economic impact analysis for continuous improvement. By leveraging transnational cooperation, BEACon will map a path to success for Atlantic SMEs and innovators.",RSO1.1. Developing and enhancing research and innovation capacities and the uptake of advanced technologies,,,yes,no,yes,no,yes,yes,no,smes,EN,,,,https://keep.eu/projects/31288/,5,5,5,4,5,2,5,4,4.45,2021-2027 ongoing; training/learning signal; knowledge-transfer signal; business-facing beneficiaries; N.a.; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,Review partner website and project page; validate live outputs and training assets.,keep_numeric_id=31288 | partner_org_type=N.a. | project_budget=EUR 1 091 001.08
keep.eu,https://keep.eu/projects/31281/,2026-06-01T04:30:59.246Z,partner_in_project,EAPA_0089/2024,"Unlocking Potential for Workforce Excellence, Leadership, and Innovation in the Next-Gen Blue Economy",UPWELLING,2021 - 2027 Interreg VI-B Atlantic Area,2021-2027,ongoing,2025-09-01,2027-12-31,Spain,Santa Cruz de Tenerife,MONDRAGON GOI ESKOLA POLITEKNIKOA S.COOP. (Mecánica y Producción Industrial),partner,no,Spain,Arrasate-Mondragon,training | education | academy | skills | uptake | sme | smes | startup | platform | professionals,"The UPWELLING project addresses critical challenges facing the Atlantic blue economy, including the skills gap, limited access to marine infrastructure, and weak collaboration among stakeholders. To bridge these gaps, UPWELLING establishes a transnational network and the UPWELLING Academy. This academy will offer specialised training in emerging marine technologies and facilitate prototyping activities, empowering SMEs and startups while nurturing a new generation of skilled professionals. Key outputs include a digital platform integrating marine infrastructure services and job offers, an Academy offering specialized training programs, collaborative hackathons, proof-of-concept activities, and a wealth of educational resources.",RSO1.1. Developing and enhancing research and innovation capacities and the uptake of advanced technologies,,,yes,no,no,no,yes,yes,yes,professionals | smes,EN,,,,https://keep.eu/projects/31281/,5,5,5,4,5,2,5,4,4.45,2021-2027 ongoing; training/learning signal; business-facing beneficiaries; N.a.; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,Review partner website and project page; validate live outputs and training assets.,keep_numeric_id=31281 | partner_org_type=N.a. | project_budget=EUR 2 651 843.97
keep.eu,https://keep.eu/projects/31281/,2026-06-01T04:30:59.246Z,partner_in_project,EAPA_0089/2024,"Unlocking Potential for Workforce Excellence, Leadership, and Innovation in the Next-Gen Blue Economy",UPWELLING,2021 - 2027 Interreg VI-B Atlantic Area,2021-2027,ongoing,2025-09-01,2027-12-31,Spain,Santa Cruz de Tenerife,Universidad del País Vasco / Euskal Herriko Unibertsitatea (Ingeniería Energética),partner,no,Spain,Bilbao,training | education | academy | skills | uptake | sme | smes | startup | platform | professionals,"The UPWELLING project addresses critical challenges facing the Atlantic blue economy, including the skills gap, limited access to marine infrastructure, and weak collaboration among stakeholders. To bridge these gaps, UPWELLING establishes a transnational network and the UPWELLING Academy. This academy will offer specialised training in emerging marine technologies and facilitate prototyping activities, empowering SMEs and startups while nurturing a new generation of skilled professionals. Key outputs include a digital platform integrating marine infrastructure services and job offers, an Academy offering specialized training programs, collaborative hackathons, proof-of-concept activities, and a wealth of educational resources.",RSO1.1. Developing and enhancing research and innovation capacities and the uptake of advanced technologies,,,yes,no,no,no,yes,yes,yes,professionals | smes,EN,,,,https://keep.eu/projects/31281/,5,5,5,4,5,2,5,4,4.45,2021-2027 ongoing; training/learning signal; business-facing beneficiaries; N.a.; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,Review partner website and project page; validate live outputs and training assets.,keep_numeric_id=31281 | partner_org_type=N.a. | project_budget=EUR 2 651 843.97
keep.eu,https://keep.eu/projects/31281/,2026-06-01T04:30:59.246Z,partner_in_project,EAPA_0089/2024,"Unlocking Potential for Workforce Excellence, Leadership, and Innovation in the Next-Gen Blue Economy",UPWELLING,2021 - 2027 Interreg VI-B Atlantic Area,2021-2027,ongoing,2025-09-01,2027-12-31,Spain,Santa Cruz de Tenerife,Instituto Português do Mar e da Atmosfera (Departamento do Mar e Recursos Marinhos),partner,no,Portugal,Lisbon,training | education | academy | skills | uptake | sme | smes | startup | platform | professionals,"The UPWELLING project addresses critical challenges facing the Atlantic blue economy, including the skills gap, limited access to marine infrastructure, and weak collaboration among stakeholders. To bridge these gaps, UPWELLING establishes a transnational network and the UPWELLING Academy. This academy will offer specialised training in emerging marine technologies and facilitate prototyping activities, empowering SMEs and startups while nurturing a new generation of skilled professionals. Key outputs include a digital platform integrating marine infrastructure services and job offers, an Academy offering specialized training programs, collaborative hackathons, proof-of-concept activities, and a wealth of educational resources.",RSO1.1. Developing and enhancing research and innovation capacities and the uptake of advanced technologies,,,yes,no,no,no,yes,yes,yes,professionals | smes,EN,,,,https://keep.eu/projects/31281/,5,5,5,4,5,2,5,4,4.45,2021-2027 ongoing; training/learning signal; business-facing beneficiaries; N.a.; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,Review partner website and project page; validate live outputs and training assets.,keep_numeric_id=31281 | partner_org_type=N.a. | project_budget=EUR 2 651 843.97
keep.eu,https://keep.eu/projects/31281/,2026-06-01T04:30:59.246Z,partner_in_project,EAPA_0089/2024,"Unlocking Potential for Workforce Excellence, Leadership, and Innovation in the Next-Gen Blue Economy",UPWELLING,2021 - 2027 Interreg VI-B Atlantic Area,2021-2027,ongoing,2025-09-01,2027-12-31,Spain,Santa Cruz de Tenerife,Fundación Puerto y Ría de Bilbao (Bilbao Portlab),partner,no,Spain,Santurtzi,training | education | academy | skills | uptake | sme | smes | startup | platform | professionals,"The UPWELLING project addresses critical challenges facing the Atlantic blue economy, including the skills gap, limited access to marine infrastructure, and weak collaboration among stakeholders. To bridge these gaps, UPWELLING establishes a transnational network and the UPWELLING Academy. This academy will offer specialised training in emerging marine technologies and facilitate prototyping activities, empowering SMEs and startups while nurturing a new generation of skilled professionals. Key outputs include a digital platform integrating marine infrastructure services and job offers, an Academy offering specialized training programs, collaborative hackathons, proof-of-concept activities, and a wealth of educational resources.",RSO1.1. Developing and enhancing research and innovation capacities and the uptake of advanced technologies,,,yes,no,no,no,yes,yes,yes,professionals | smes,EN,,,,https://keep.eu/projects/31281/,5,5,5,4,5,2,5,4,4.45,2021-2027 ongoing; training/learning signal; business-facing beneficiaries; N.a.; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,Review partner website and project page; validate live outputs and training assets.,keep_numeric_id=31281 | partner_org_type=N.a. | project_budget=EUR 2 651 843.97
keep.eu,https://keep.eu/projects/31281/,2026-06-01T04:30:59.246Z,partner_in_project,EAPA_0089/2024,"Unlocking Potential for Workforce Excellence, Leadership, and Innovation in the Next-Gen Blue Economy",UPWELLING,2021 - 2027 Interreg VI-B Atlantic Area,2021-2027,ongoing,2025-09-01,2027-12-31,Spain,Santa Cruz de Tenerife,"S2AQUA - Laboratório Colaborativo, Associação para uma Aquacultura Sustentável e Inteligente (n.a.)",partner,no,Portugal,Olhão,training | education | academy | skills | uptake | sme | smes | startup | platform | professionals,"The UPWELLING project addresses critical challenges facing the Atlantic blue economy, including the skills gap, limited access to marine infrastructure, and weak collaboration among stakeholders. To bridge these gaps, UPWELLING establishes a transnational network and the UPWELLING Academy. This academy will offer specialised training in emerging marine technologies and facilitate prototyping activities, empowering SMEs and startups while nurturing a new generation of skilled professionals. Key outputs include a digital platform integrating marine infrastructure services and job offers, an Academy offering specialized training programs, collaborative hackathons, proof-of-concept activities, and a wealth of educational resources.",RSO1.1. Developing and enhancing research and innovation capacities and the uptake of advanced technologies,,,yes,no,no,no,yes,yes,yes,professionals | smes,EN,,,,https://keep.eu/projects/31281/,5,5,5,4,5,2,5,4,4.45,2021-2027 ongoing; training/learning signal; business-facing beneficiaries; N.a.; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,Review partner website and project page; validate live outputs and training assets.,keep_numeric_id=31281 | partner_org_type=N.a. | project_budget=EUR 2 651 843.97
keep.eu,https://keep.eu/projects/31281/,2026-06-01T04:30:59.246Z,partner_in_project,EAPA_0089/2024,"Unlocking Potential for Workforce Excellence, Leadership, and Innovation in the Next-Gen Blue Economy",UPWELLING,2021 - 2027 Interreg VI-B Atlantic Area,2021-2027,ongoing,2025-09-01,2027-12-31,Spain,Santa Cruz de Tenerife,"Instituto de Engenharia de Sistemas e Computadores, Tecnologia e Ciência (Centro de Robótica e Sistemas Autónomos)",partner,no,Portugal,Porto,training | education | academy | skills | uptake | sme | smes | startup | platform | professionals,"The UPWELLING project addresses critical challenges facing the Atlantic blue economy, including the skills gap, limited access to marine infrastructure, and weak collaboration among stakeholders. To bridge these gaps, UPWELLING establishes a transnational network and the UPWELLING Academy. This academy will offer specialised training in emerging marine technologies and facilitate prototyping activities, empowering SMEs and startups while nurturing a new generation of skilled professionals. Key outputs include a digital platform integrating marine infrastructure services and job offers, an Academy offering specialized training programs, collaborative hackathons, proof-of-concept activities, and a wealth of educational resources.",RSO1.1. Developing and enhancing research and innovation capacities and the uptake of advanced technologies,,,yes,no,no,no,yes,yes,yes,professionals | smes,EN,,,,https://keep.eu/projects/31281/,5,5,5,4,5,2,5,4,4.45,2021-2027 ongoing; training/learning signal; business-facing beneficiaries; N.a.; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,Review partner website and project page; validate live outputs and training assets.,keep_numeric_id=31281 | partner_org_type=N.a. | project_budget=EUR 2 651 843.97
keep.eu,https://keep.eu/projects/31279/,2026-06-01T04:30:59.246Z,partner_in_project,EAPA_0082/2024,Building Digital Capacity for Innovation in Atlantic Aquaculture,DigiATLA,2021 - 2027 Interreg VI-B Atlantic Area,2021-2027,ongoing,2026-01-01,2028-06-30,Portugal,Olhão,"S2AQUA - Laboratório Colaborativo, Associação para uma Aquacultura Sustentável e Inteligente (n.a.)",lead,yes,Portugal,Olhão,training | education | capacity building | capacity | awareness | scalable | companies | digital transformation | beneficiaries | professionals | communities,"DigiATLA drives digital transformation in Atlantic aquaculture by fostering capacity building in sustainable aquaculture and precision nutrition technologies. It tackles key challenges like limited digital integration, inefficiencies and environmental impacts, which hinder the sector's resilience and competitiveness.
By promoting the adoption of Industry

4.0, DIGIATLA enhances digital capacity, equipping the professionals with tools and knowledge to improve efficiency, reduce environmental impacts and boost sustainability. Key outputs include digital training programs with online repository, pilot demonstrations and awareness initiatives on Industry

4.0 adoption. Beneficiaries are aquaculture professionals, researchers and educational communities.
Through a transnational approach DigiATLA merges expertise from multiple regions to align strategies, share best practices and develop scalable, impactful and broad solutions for a sustainable and competitive Atlantic aquaculture sector.","RSO1.2. Reaping the benefits of digitisation for citizens, companies, research organisations and public authorities",,,yes,yes,no,yes,yes,yes,no,beneficiaries | professionals | communities | companies,EN,,,,https://keep.eu/projects/31279/,5,5,5,4,5,2,5,4,4.45,2021-2027 ongoing; training/learning signal; capacity-building signal; business-facing beneficiaries; N.a.; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,Review partner website and project page; validate live outputs and training assets.,keep_numeric_id=31279 | partner_org_type=N.a. | project_budget=EUR 2 128 047.73
keep.eu,https://keep.eu/projects/31279/,2026-06-01T04:30:59.246Z,partner_in_project,EAPA_0082/2024,Building Digital Capacity for Innovation in Atlantic Aquaculture,DigiATLA,2021 - 2027 Interreg VI-B Atlantic Area,2021-2027,ongoing,2026-01-01,2028-06-30,Portugal,Olhão,Instituto Português do Mar e da Atmosfera (Departamento do Mar e Recursos Marinhos),partner,no,Portugal,Lisbon,training | education | capacity building | capacity | awareness | scalable | companies | digital transformation | beneficiaries | professionals | communities,"DigiATLA drives digital transformation in Atlantic aquaculture by fostering capacity building in sustainable aquaculture and precision nutrition technologies. It tackles key challenges like limited digital integration, inefficiencies and environmental impacts, which hinder the sector's resilience and competitiveness.
By promoting the adoption of Industry

4.0, DIGIATLA enhances digital capacity, equipping the professionals with tools and knowledge to improve efficiency, reduce environmental impacts and boost sustainability. Key outputs include digital training programs with online repository, pilot demonstrations and awareness initiatives on Industry

4.0 adoption. Beneficiaries are aquaculture professionals, researchers and educational communities.
Through a transnational approach DigiATLA merges expertise from multiple regions to align strategies, share best practices and develop scalable, impactful and broad solutions for a sustainable and competitive Atlantic aquaculture sector.","RSO1.2. Reaping the benefits of digitisation for citizens, companies, research organisations and public authorities",,,yes,yes,no,yes,yes,yes,no,beneficiaries | professionals | communities | companies,EN,,,,https://keep.eu/projects/31279/,5,5,5,4,5,2,5,4,4.45,2021-2027 ongoing; training/learning signal; capacity-building signal; business-facing beneficiaries; N.a.; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,Review partner website and project page; validate live outputs and training assets.,keep_numeric_id=31279 | partner_org_type=N.a. | project_budget=EUR 2 128 047.73
keep.eu,https://keep.eu/projects/31279/,2026-06-01T04:30:59.246Z,partner_in_project,EAPA_0082/2024,Building Digital Capacity for Innovation in Atlantic Aquaculture,DigiATLA,2021 - 2027 Interreg VI-B Atlantic Area,2021-2027,ongoing,2026-01-01,2028-06-30,Portugal,Olhão,SPAROS Lda (SPAROS),partner,no,Portugal,Olhão,training | education | capacity building | capacity | awareness | scalable | companies | digital transformation | beneficiaries | professionals | communities,"DigiATLA drives digital transformation in Atlantic aquaculture by fostering capacity building in sustainable aquaculture and precision nutrition technologies. It tackles key challenges like limited digital integration, inefficiencies and environmental impacts, which hinder the sector's resilience and competitiveness.
By promoting the adoption of Industry

4.0, DIGIATLA enhances digital capacity, equipping the professionals with tools and knowledge to improve efficiency, reduce environmental impacts and boost sustainability. Key outputs include digital training programs with online repository, pilot demonstrations and awareness initiatives on Industry

4.0 adoption. Beneficiaries are aquaculture professionals, researchers and educational communities.
Through a transnational approach DigiATLA merges expertise from multiple regions to align strategies, share best practices and develop scalable, impactful and broad solutions for a sustainable and competitive Atlantic aquaculture sector.","RSO1.2. Reaping the benefits of digitisation for citizens, companies, research organisations and public authorities",,,yes,yes,no,yes,yes,yes,no,beneficiaries | professionals | communities | companies,EN,,,,https://keep.eu/projects/31279/,5,5,5,4,5,2,5,4,4.45,2021-2027 ongoing; training/learning signal; capacity-building signal; business-facing beneficiaries; N.a.; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,Review partner website and project page; validate live outputs and training assets.,keep_numeric_id=31279 | partner_org_type=N.a. | project_budget=EUR 2 128 047.73
keep.eu,https://keep.eu/projects/33263/,2026-06-01T04:30:59.246Z,partner_in_project,00043,"Social, sustAinable and incLusive heAlth care systems in Med area",SALAM~A_T_3.2_0496,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-12-03,2028-12-02,Italy,70124 Bari,Azienda Universitaria Ospedaliera Consorziale - Policlinico Bari,lead,yes,Italy,70124 Bari,training | workshop | capacity | dissemination | awareness | knowledge exchange | communication | uptake | platform | communities,"PROJECT TYPE: 1 - Thematic projects
~
MAIN INTERVENTION FIELD:

160. Measures to improve the accessibility, effectiveness and resilience of healthcare systems (excluding infrastructure)
~
SUMMARY: SALAM project, led by Polyclinic of Bari, brings together technological universities from Italy (POLIBA), Spain (University of Barcelona), Jordan (JUST), and Lebanon (University of Balamand), and the two Caritas from Lebanon and Jordan, intertwining scientific-technological and humanistic-social demands. It addresses the crisis of public health systems in the countries involved in the project, expressed differently but with common aspects such as shortage of healthcare providers and resources,impacting on equity of access to health.
Human complexity requires a more holistic approach to healthcare, including highly specialised, competent, flexible, resilient, and cooperative healthcare professionalism.
Within Open Innovation methodological framework, which underlies synergies between different, complementary disciplines, SALAM will develop a comprehensive solution that will bring mutual benefits to involved countries, envisaging:
Two hospital hubs in Lebanon and Jordan, integrated with telecardiology service, Helis Infarct.NET platform and related equipment, in use at the Polyclinic of Bari, which will be scaled up and uptaken with the support of academic partners. The hubs will include Medical Mobile Units and will contribute to making right to health concrete.
Innovative sanitaire protocols for medical staff training and for raising awareness among caregivers and local populations, to ensure the functioning of the HUBs, promote knowledge exchange and empower communities on new medical practices.
Transnational Research Center among partner universities on both sides of Mediterranean, which, moving from health needs of territories, will work together to develop accessible medical bio-devices, benefiting everyone - especially those affected by CVDs - so that ""no one is left behind"" and the value of inclusion can find substance across different nations, in a relationship of mutual enrichment where peace will be direct consequence of well-being for all.
~
KEEP KEYWORDS: Health and social services, ICT and digital society, Innovation capacity and awareness-raising","RSO4.5. Ensuring equal access to health care and fostering resilience of health systems, including primary care, and promoting the transition from institutional to family-based and community-based care","(1.1) Technical Manual on reporting and financial procedures(EN)

(1.2) Progress reports(EN)

(1.3) Project meetings(EN)

(1.4) Monitoring and Quality Plan(EN)

(2.1) Communication Plan and Strategy(EN)

(2.2) SALAM Dissemination Events(EN)

(2.3) SALAM Open Innovation workshops(EN)

(2.4) SALAM Project Poster(EN)

(2.5) Inception Video and Final Video(EN)

(2.6) Dissemination Material(EN)

(2.7) Digital activities(EN)

(3.1) The hospital hub in Lebanon is established and operative(EN)

(3.2) The hospital hub in Jordan is established and operative(EN)

(4.1) Training programs are implemented at TN level(EN)

(4.2) Communities are more engaged and aware(EN)

(5.1) TN Research Center is functional(EN)

(5.1) TN Research Center is functional(EN)",,yes,yes,no,yes,yes,no,no,communities,EN,,,,https://keep.eu/projects/33263/,5,5,5,5,3,2,5,4,4.45,2021-2027 ongoing; training/learning signal; capacity-building signal; N.a.; geo=5,Package digital skills and transformation outputs into structured beneficiary learning tracks.,Review partner website and project page; validate live outputs and training assets.,keep_numeric_id=33263 | partner_org_type=N.a. | partner_legal_status=public | project_budget=EUR 2 999 000.00
keep.eu,https://keep.eu/projects/33263/,2026-06-01T04:30:59.246Z,partner_in_project,00043,"Social, sustAinable and incLusive heAlth care systems in Med area",SALAM~A_T_3.2_0496,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-12-03,2028-12-02,Italy,70124 Bari,Universitat de Barcelona,partner,no,Spain,08007 Barcelona,training | workshop | capacity | dissemination | awareness | knowledge exchange | communication | uptake | platform | communities,"PROJECT TYPE: 1 - Thematic projects
~
MAIN INTERVENTION FIELD:

160. Measures to improve the accessibility, effectiveness and resilience of healthcare systems (excluding infrastructure)
~
SUMMARY: SALAM project, led by Polyclinic of Bari, brings together technological universities from Italy (POLIBA), Spain (University of Barcelona), Jordan (JUST), and Lebanon (University of Balamand), and the two Caritas from Lebanon and Jordan, intertwining scientific-technological and humanistic-social demands. It addresses the crisis of public health systems in the countries involved in the project, expressed differently but with common aspects such as shortage of healthcare providers and resources,impacting on equity of access to health.
Human complexity requires a more holistic approach to healthcare, including highly specialised, competent, flexible, resilient, and cooperative healthcare professionalism.
Within Open Innovation methodological framework, which underlies synergies between different, complementary disciplines, SALAM will develop a comprehensive solution that will bring mutual benefits to involved countries, envisaging:
Two hospital hubs in Lebanon and Jordan, integrated with telecardiology service, Helis Infarct.NET platform and related equipment, in use at the Polyclinic of Bari, which will be scaled up and uptaken with the support of academic partners. The hubs will include Medical Mobile Units and will contribute to making right to health concrete.
Innovative sanitaire protocols for medical staff training and for raising awareness among caregivers and local populations, to ensure the functioning of the HUBs, promote knowledge exchange and empower communities on new medical practices.
Transnational Research Center among partner universities on both sides of Mediterranean, which, moving from health needs of territories, will work together to develop accessible medical bio-devices, benefiting everyone - especially those affected by CVDs - so that ""no one is left behind"" and the value of inclusion can find substance across different nations, in a relationship of mutual enrichment where peace will be direct consequence of well-being for all.
~
KEEP KEYWORDS: Health and social services, ICT and digital society, Innovation capacity and awareness-raising","RSO4.5. Ensuring equal access to health care and fostering resilience of health systems, including primary care, and promoting the transition from institutional to family-based and community-based care","(1.1) Technical Manual on reporting and financial procedures(EN)

(1.2) Progress reports(EN)

(1.3) Project meetings(EN)

(1.4) Monitoring and Quality Plan(EN)

(2.1) Communication Plan and Strategy(EN)

(2.2) SALAM Dissemination Events(EN)

(2.3) SALAM Open Innovation workshops(EN)

(2.4) SALAM Project Poster(EN)

(2.5) Inception Video and Final Video(EN)

(2.6) Dissemination Material(EN)

(2.7) Digital activities(EN)

(3.1) The hospital hub in Lebanon is established and operative(EN)

(3.2) The hospital hub in Jordan is established and operative(EN)

(4.1) Training programs are implemented at TN level(EN)

(4.2) Communities are more engaged and aware(EN)

(5.1) TN Research Center is functional(EN)

(5.1) TN Research Center is functional(EN)",,yes,yes,no,yes,yes,no,no,communities,EN,,,,http://www.ub.edu,5,5,5,5,3,2,5,4,4.45,2021-2027 ongoing; training/learning signal; capacity-building signal; N.a.; geo=5,Package digital skills and transformation outputs into structured beneficiary learning tracks.,Review partner website and project page; validate live outputs and training assets.,keep_numeric_id=33263 | partner_org_type=N.a. | partner_legal_status=public | project_budget=EUR 2 999 000.00
keep.eu,https://keep.eu/projects/33263/,2026-06-01T04:30:59.246Z,partner_in_project,00043,"Social, sustAinable and incLusive heAlth care systems in Med area",SALAM~A_T_3.2_0496,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-12-03,2028-12-02,Italy,70124 Bari,Politecnico di Bari,partner,no,Italy,70126 Bari,training | workshop | capacity | dissemination | awareness | knowledge exchange | communication | uptake | platform | communities,"PROJECT TYPE: 1 - Thematic projects
~
MAIN INTERVENTION FIELD:

160. Measures to improve the accessibility, effectiveness and resilience of healthcare systems (excluding infrastructure)
~
SUMMARY: SALAM project, led by Polyclinic of Bari, brings together technological universities from Italy (POLIBA), Spain (University of Barcelona), Jordan (JUST), and Lebanon (University of Balamand), and the two Caritas from Lebanon and Jordan, intertwining scientific-technological and humanistic-social demands. It addresses the crisis of public health systems in the countries involved in the project, expressed differently but with common aspects such as shortage of healthcare providers and resources,impacting on equity of access to health.
Human complexity requires a more holistic approach to healthcare, including highly specialised, competent, flexible, resilient, and cooperative healthcare professionalism.
Within Open Innovation methodological framework, which underlies synergies between different, complementary disciplines, SALAM will develop a comprehensive solution that will bring mutual benefits to involved countries, envisaging:
Two hospital hubs in Lebanon and Jordan, integrated with telecardiology service, Helis Infarct.NET platform and related equipment, in use at the Polyclinic of Bari, which will be scaled up and uptaken with the support of academic partners. The hubs will include Medical Mobile Units and will contribute to making right to health concrete.
Innovative sanitaire protocols for medical staff training and for raising awareness among caregivers and local populations, to ensure the functioning of the HUBs, promote knowledge exchange and empower communities on new medical practices.
Transnational Research Center among partner universities on both sides of Mediterranean, which, moving from health needs of territories, will work together to develop accessible medical bio-devices, benefiting everyone - especially those affected by CVDs - so that ""no one is left behind"" and the value of inclusion can find substance across different nations, in a relationship of mutual enrichment where peace will be direct consequence of well-being for all.
~
KEEP KEYWORDS: Health and social services, ICT and digital society, Innovation capacity and awareness-raising","RSO4.5. Ensuring equal access to health care and fostering resilience of health systems, including primary care, and promoting the transition from institutional to family-based and community-based care","(1.1) Technical Manual on reporting and financial procedures(EN)

(1.2) Progress reports(EN)

(1.3) Project meetings(EN)

(1.4) Monitoring and Quality Plan(EN)

(2.1) Communication Plan and Strategy(EN)

(2.2) SALAM Dissemination Events(EN)

(2.3) SALAM Open Innovation workshops(EN)

(2.4) SALAM Project Poster(EN)

(2.5) Inception Video and Final Video(EN)

(2.6) Dissemination Material(EN)

(2.7) Digital activities(EN)

(3.1) The hospital hub in Lebanon is established and operative(EN)

(3.2) The hospital hub in Jordan is established and operative(EN)

(4.1) Training programs are implemented at TN level(EN)

(4.2) Communities are more engaged and aware(EN)

(5.1) TN Research Center is functional(EN)

(5.1) TN Research Center is functional(EN)",,yes,yes,no,yes,yes,no,no,communities,EN,,,,https://keep.eu/projects/33263/,5,5,5,5,3,2,5,4,4.45,2021-2027 ongoing; training/learning signal; capacity-building signal; N.a.; geo=5,Package digital skills and transformation outputs into structured beneficiary learning tracks.,Review partner website and project page; validate live outputs and training assets.,keep_numeric_id=33263 | partner_org_type=N.a. | partner_legal_status=public | project_budget=EUR 2 999 000.00
